numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
325,1.0,Entertainment Providers,realtor,0.58,Bachelor,relable health solutions llc,seton hall university,2
185,3.0,Public Relations and Communications Services,marketing coordinator,6.25,Bachelor,m booth,the university of texas at austin,2
500,4.0,Law Practice,lawyer,14.76,Doctor,infosys,louisiana state university,3
416,1.0,Investment Management,quantitative analyst,3.08,Master,j p morgan asset management,columbia university in the city of new york,0
500,6.0,Internet,strategic,26.58,empty,spryker systems america inc,leibniz universität hannover,0
500,4.0,Architecture & Planning,architect,10.92,Master,wan awards,ucla architecture and urban design,0
500,5.0,Entertainment Providers,creative,19.41,Bachelor,amc networks,school of visual arts,1
500,5.0,Venture Capital & Private Equity,financial services,12.75,Bachelor,cliffside capital management,monmouth university,1
500,3.0,Higher Education,research scientist,34.25,Doctor,dana foundation,rockefeller university,3
500,7.0,Media Production,model,20.0,Bachelor,stylelikeu,connecticut college,1
256,3.0,Financial Services,nanny,6.09,Bachelor,morgan stanley,the city university of new york,2
334,3.0,Telecommunications,network support,22.84,empty,apex systems avaya account,simplilearn itil foundation training,2
441,2.0,Internet,sales marketing coordinator,9.18,Bachelor,career break,cornell university,1
177,2.0,Mental Health Care,social worker,14.0,Master,mental health association in nj,dartmouth university,2
500,6.0,Financial Services,strategic accounts,26.17,empty,guavatech inc,city university of new york college of staten island,0
454,3.0,Financial Services,credit analyst,21.83,Bachelor,freelance,orta doğu teknik üniversitesi middle east technical university,1
500,3.0,Chemical Manufacturing,project engineering,12.58,Bachelor,air water inc,new jersey institute of technology,1
440,4.0,Information Technology & Services,equity,9.49,Master,kpmg us,stony brook university,0
500,4.0,Computer Software,research scientist,5.09,Doctor,meta,cornell university,3
500,7.0,Non-profit Organizations,communications,17.49,Bachelor,iconiq capital,new york university,1
292,2.0,Performing Arts,actor,12.08,Bachelor,new york city opera,university of colorado boulder,2
500,1.0,Publishing,social media,24.25,Bachelor,roar forward,new york university,1
500,4.0,Hospital & Health Care,clinical,8.75,Bachelor,wyckoff heights medical center,ucl,1
271,2.0,Performing Arts,stage,2.5,Bachelor,disneys the lion king,university of the arts,2
500,2.0,Real Estate,financial,17.0,Bachelor,edward jones,eastern connecticut state university,1
435,6.0,Law Practice,attorney,5.66,Doctor,rende ryan downes llp,pace university school of law,3
356,6.0,Accounting,financial consultant,6.5,Bachelor,j d jeune cpa p c,2005 baruch college,2
196,2.0,Advertising Services,user designer,5.67,Master,booz allen hamilton,university of denver,2
295,2.0,Human Resources,human resources,15.34,Bachelor,transperfect,long island university,2
500,4.0,"Health, Wellness & Fitness",education,17.84,Master,chelsea piers fitness,teachers college of columbia university,0
158,3.0,Higher Education,researcher,8.57,Doctor,microsoft,brown university,2
315,3.0,Law Practice,attorney,4.58,Doctor,the shapiro firm,fordham university school of law,3
500,4.0,Hospitals and Health Care,strategist,9.42,Bachelor,kantar,university of north carolina at chapel hill,1
500,7.0,Financial Services,financial officer,12.5,Bachelor,sabby capital,rensselaer polytechnic institute,1
500,4.0,Advertising Services,business analyst,8.83,MBA,zs,fairleigh dickinson university,0
364,3.0,Medical Practice,nursing,11.92,Master,sullivan street medical,yale university,2
476,3.0,Marketing & Advertising,copywriter,9.57,Bachelor,fcb health new york an ipg health company,penn state university,1
379,2.0,Newspapers,developer,9.16,empty,the new york times,university of miami,2
154,5.0,Information Technology & Services,directors,3.0,Master,ibms,fairleigh dickinson university,2
500,2.0,Media Production,data engineer,7.42,Master,nbcuniversal,riphah international university,0
500,5.0,Hospitals and Health Care,physician,11.42,empty,wyckoff heights medical center,dagestan state medical academy,0
500,7.0,Hospital & Health Care,professor,9.07,empty,research girl,barnard college,0
313,5.0,Higher Education,substitute teacher,16.67,Doctor,new york new jersey trail conference,cornell university,2
500,5.0,Computer Software,communication,16.34,Master,kensho technologies,the london school of economics and political science lse,0
500,6.0,Financial Services,mergers acquisitions,11.75,MBA,pricewaterhousecoopers,cornell johnson graduate school of management,0
500,2.0,Financial Services,investment,9.34,Master,uswoo realty llc,new york university,0
500,3.0,Hospital & Health Care,emergency medical technician,23.67,Master,nyu winthrop hospital,nyu robert f wagner graduate school of public service,0
500,4.0,Marketing & Advertising,business development representative,16.41,Bachelor,linkedin,uc3m universidad carlos iii de madrid,1
500,5.0,Medical Practice,teacher,14.25,Doctor,columbia university,columbia university college of dental medicine,3
500,3.0,Research Services,scientist,17.5,Doctor,integra lifesciences,rutgers business school,3
158,5.0,Education Administration Programs,education,25.66,Master,district 12,the college of new rochelle,2
397,4.0,Human Resources,artist,20.56,Bachelor,alliance abroad group,optimize,1
500,3.0,Mental Health Care,clinical,84.67,Doctor,self employed,columbia university in the city of new york,3
499,4.0,Research Services,mechanical design engineer,12.42,Bachelor,aurora flight sciences,princeton university,1
500,2.0,Financial Services,relationship,23.09,Bachelor,axis capital,fairleigh dickinson university,1
500,2.0,Apparel & Fashion,shopper,15.5,Bachelor,gap,indiana university bloomington,1
500,5.0,Financial Services,wealth,14.74,Bachelor,fidelity investments,west virginia university,1
500,6.0,Financial Services,cfo,15.83,Master,blackrock,university of north carolina at charlotte,0
500,6.0,Hospital & Health Care,physician,12.93,Bachelor,lehigh valley health network,carnegie mellon university,1
500,1.0,Newspapers,reporter,6.92,empty,argus media,borough of manhattan community college,0
500,5.0,Law Practice,law,17.25,Doctor,new york university,fordham university school of law,3
189,1.0,Law Enforcement,emergency medical technician,9.25,Bachelor,iaabo,john jay college of criminal justice,2
500,3.0,Book and Periodical Publishing,social media,14.92,Master,advantage solutions,nyu school of professional studies,0
167,2.0,Higher Education,paralegal,17.24,Bachelor,the city university of new york,dartmouth college,2
500,2.0,Real Estate,realtor,3.24,Bachelor,the corcoran group,university of virginia,1
298,7.0,Hospital & Health Care,researcher,105.92,Doctor,signpath pharma,new york university graduate school of arts and science,3
500,3.0,Capital Markets,law,13.59,Doctor,citadel securities,loyola university chicago school of law,3
336,2.0,Mental Health Care,teaching,21.17,Doctor,columbia university,st john s university,2
500,1.0,Design,graphic design,10.67,Bachelor,nyc department of health and mental hygiene,general assembly,1
500,4.0,Advertising Services,public relations,8.16,Bachelor,grow therapy,penn state university,1
204,3.0,Accounting,accounts receivable,16.75,Bachelor,everland,florida atlantic university,2
448,3.0,Research,research scientist,10.92,Doctor,bytedance,boston college,3
500,5.0,Music,artist,1.59,Master,magus entertainment,nyu steinhardt school of culture education and human development,0
500,6.0,IT Services and IT Consulting,capital markets,26.67,Bachelor,bmo capital markets,the college of new jersey,1
409,5.0,IT Services and IT Consulting,strategic,12.25,Bachelor,proteli llc,university of maryland college park,1
500,4.0,Financial Services,consulting,2.09,High School,mainshares,university of pennsylvania,1
500,5.0,Broadcast Media,ambassador,19.08,empty,orion worldwide,college of the holy cross,0
410,3.0,Law Practice,law,3.75,Doctor,rosenberg family law pc,cardozo school of law,3
500,2.0,Education Administration Programs,spring,15.52,Master,the d e shaw group,university of michigan stephen m ross school of business,0
500,5.0,Financial Services,resident,6.34,Bachelor,ares management corporation,zicklin school of business,1
249,3.0,Chemical Manufacturing,ambassador,12.0,Master,laurentide wealth,tilburg university,2
500,6.0,Legal Services,attorney,7.0,Doctor,mcdermott will emery,elisabeth haub school of law at pace university,3
500,3.0,Software Development,software engineer,8.33,Bachelor,gemini,university of waikato,1
173,1.0,Marketing & Advertising,marketing project,3.92,Master,cnr group inc,new york university,2
500,5.0,Events Services,events,35.0,Bachelor,institutional investor,franklin marshall college,1
500,2.0,Commercial Real Estate,real estate agent,10.67,empty,metlife,university of maine,0
500,2.0,Hospital & Health Care,audit,8.16,MBA,nyu langone health,university of scranton,0
500,7.0,Higher Education,directors,20.35,Doctor,logos ri,sapienza università di roma,3
500,5.0,Investment Management,tax accountant,7.83,Master,blackrock,fordham university graduate school of business administration,0
500,1.0,Higher Education,nanny,8.84,Bachelor,jag physical therapy,quinnipiac university,1
500,2.0,Research,teaching,15.91,Doctor,northwell health,touro college of osteopathic medicine,3
326,2.0,Medical Practice,substitute teacher,4.5,Master,long island jewish medical center,hofstra university,2
267,2.0,Biotechnology Research,research scientist,9.67,Bachelor,orchestra biomed,new jersey institute of technology,2
500,4.0,Higher Education,teacher,64.0,Doctor,teachers college columbia university,rand school of public policy,3
413,5.0,IT Services and IT Consulting,systems analyst,41.92,Bachelor,northwell health,brooklyn college,1
447,1.0,Photography,copywriter,20.66,empty,skyword,cypress bay high school,0
154,5.0,Apparel & Fashion,brand,14.57,Bachelor,alexander wang llc,parsons school of design the new school,2
164,5.0,Artists and Writers,directors,16.58,Master,the metropolitan museum of art,new york university,2
500,5.0,Real Estate,investment,24.92,MBA,lizan retail advisors lra,tecnológico de monterrey,0
500,2.0,Financial Services,trader,11.42,Master,hsbc,university of california berkeley haas school of business,0
500,2.0,Performing Arts,actor,45.66,Doctor,theater,royal college of dramatic art,3
500,5.0,Government Administration,coordinator,15.67,Bachelor,nyc department of parks recreation,hunter college,1
500,5.0,Financial Services,teaching,9.16,Master,kbra,columbia university in the city of new york,0
500,5.0,IT Services and IT Consulting,content,24.41,Master,meta,university of north carolina at chapel hill,0
500,5.0,Research Services,editorial,4.25,Master,interstate scholars,tsinghua university,0
257,2.0,Hospital & Health Care,physician,14.92,Doctor,north american partners in anesthesia,suny downstate medical center,2
437,6.0,Investment Management,credit risk,16.0,MBA,bbva,bauman moscow state technical university,0
500,3.0,Marketing & Advertising,social media marketing,17.75,Bachelor,freelance,university of southern california,1
500,4.0,Venture Capital & Private Equity,investment,7.58,Bachelor,new enterprise associates nea,american university of kuwait auk,1
500,4.0,International Affairs,research analyst,20.91,Master,bard graduate programs in sustainability,bowie state university,0
500,1.0,Design Services,creative,11.5,Master,the nicholas center,the ad center los angeles,0
470,5.0,Political Organization,journalist,5.75,Bachelor,yale undergraduate prison project,yale university,1
500,5.0,Medical Practice,physical therapist,13.58,Doctor,the pelvic connection physical therapy,utica university,3
